,Created_at,Text,Clean Text,ID,Lang,Favourite_count,Retweet_count,Fecha creacion,Followers,Verificado,Cantidad Fav,País,Coordenadas,Screen_Name
3465,2022-03-21 17:06:00+00:00,El paro de transportistas obliga a CAF a paralizar la mayor parte de su actividad https://t.co/7z0njKXzyo,el paro de transportistas obliga a caf a paralizar la mayor parte de su actividad  ,1505953886128988163,es,0,0,2009-01-07 11:01:52+00:00,413913,True,4644,Madrid,,la_informacion
3466,2022-03-21 17:06:00+00:00,"RT @javigarciataus1: Dicen que la huelga del transporte es total a partir del miércoles, se sabe algo más???", dicen que la huelga del transporte es total a partir del mi rcoles  se sabe algo m s   ,1505953885369872385,es,0,2,2018-11-06 06:27:51+00:00,4938,False,212631,,,SaulTrend
3472,2022-03-21 17:04:54+00:00,"Tengo 3 pedidos paraos con el tema de la huelga del transporte, ya el año pasado con la movida del brexit me pasó lo mismo. Lo que más gracia me hace es que lo de la huelga se sabía de antemano y voy y lo pido el mismo día de antes. 🤡",tengo 3 pedidos paraos con el tema de la huelga del transporte  ya el a o pasado con la movida del brexit me pas  lo mismo  lo que m s gracia me hace es que lo de la huelga se sab a de antemano y voy y lo pido el mismo d a de antes   ,1505953608642224132,es,2,0,2022-01-01 11:46:19+00:00,14,False,434,"Córdoba, España",,Clemen_cn
3476,2022-03-21 17:03:18+00:00,"@todoesmentiratv La extrema derecha VOX PP está utilizando esta huelga para ir  contra el gobierno .  El problema del transporte son las empresas logísticas que les pagan muy poco .
El problema de la ganadería y el campo lo mismo , los intermediarios que no pagan .",  la extrema derecha vox pp est  utilizando esta huelga para ir  contra el gobierno    el problema del transporte son las empresas log sticas que les pagan muy poco   el problema de la ganader a y el campo lo mismo   los intermediarios que no pagan  ,1505953205561221122,es,2,0,2021-03-15 19:15:41+00:00,20,False,2439,,,Koldo51861606
3477,2022-03-21 17:02:18+00:00,"La industria cárnica alerta de que la huelga de transporte agrava una ""crisis sin precedentes"" https://t.co/JOB1XfMLJt",la industria c rnica alerta de que la huelga de transporte agrava una  crisis sin precedentes   ,1505952954855084033,es,0,0,2016-05-29 09:30:39+00:00,215,False,8,"Monesterio, España",,tentuiberico
3478,2022-03-21 17:01:54+00:00,"HUELGA DEL TRANSPORTE
El paro del sector no obece a una causa justa puesto que la rebaja del carburante ya está aprobada
Si tu estás en ese grupo de violentos salte de el por bien tuyo y del sector.
Interior debe debe detener a los que rompen y a la cúpula.",huelga del transporte el paro del sector no obece a una causa justa puesto que la rebaja del carburante ya est  aprobada si tu est s en ese grupo de violentos salte de el por bien tuyo y del sector  interior debe debe detener a los que rompen y a la c pula ,1505952856779767809,es,0,0,2011-02-18 11:10:40+00:00,116,False,129,"Madrid, Comunidad de Madrid",,jucarfee
3479,2022-03-21 17:01:02+00:00,"La patronal del Transporte en Castilla y León, a un paso de sumarse a la huelga https://t.co/3i0DCYmata",la patronal del transporte en castilla y le n  a un paso de sumarse a la huelga  ,1505952637539086339,es,32,20,2010-12-15 11:47:45+00:00,28417,False,316,Castilla y León,,noticiascyl
3482,2022-03-21 17:00:22+00:00,"Ya comienzan a cerrar algunas gasolineras de las llamadas de ""bajo coste"" porque no les llega mercancía a sus puntos de venta como consecuencia de la huelga del transporte. Cataluña, Valencia y Murcia, las primeras afectadas. #BastaYa",ya comienzan a cerrar algunas gasolineras de las llamadas de  bajo coste  porque no les llega mercanc a a sus puntos de venta como consecuencia de la huelga del transporte  catalu a  valencia y murcia  las primeras afectadas   bastaya,1505952468399792130,es,0,0,2012-07-07 15:58:02+00:00,668,False,72,Entre Molina y Los Alcázares,,Molinaendigital
3484,2022-03-21 16:59:24+00:00,🏛El #gobierno tiene que reunirse con la plataforma para buscar una solución dialogada a la #huelga de #transporte https://t.co/q08VolDZFW, el  gobierno tiene que reunirse con la plataforma para buscar una soluci n dialogada a la  huelga de  transporte  ,1505952225448939524,es,2,1,2018-07-12 12:31:08+00:00,146,False,264,"Santiago de Compostela, España",,revistaafriga
3487,2022-03-21 16:59:14+00:00,"@europapress ¿De qué se ríe?
COVID, que lo gestionen las CCAA
Precio energías, que lo arregle Europa,
Marruecos, lo que ellos quieran.
Huelga Transporte, bah son 4 gatos de ultraderecha.

Ni un problema es capaz de afrontar.",   de qu  se r e  covid  que lo gestionen las ccaa precio energ as  que lo arregle europa  marruecos  lo que ellos quieran  huelga transporte  bah son 4 gatos de ultraderecha   ni un problema es capaz de afrontar ,1505952182100668420,es,4,0,2017-07-27 16:28:37+00:00,54,False,680,Entre Madrid y Lima,,EsquinaEsfera
3489,2022-03-21 16:59:03+00:00,"¡Ánimo que todo llega!... o no.
#TodoNormalYBien 
Gasolineras de Andalucía y Levante comienzan a sufrir problemas de suministro por la huelga de transporte https://t.co/E4gaYewt8n",  nimo que todo llega     o no   todonormalybien  gasolineras de andaluc a y levante comienzan a sufrir problemas de suministro por la huelga de transporte  ,1505952135648845831,es,5,3,2021-06-19 10:46:05+00:00,116,False,6512,,,humano_planeta
3491,2022-03-21 16:58:24+00:00,"RT @TTCivismo: Si los sucesivos gobiernos hubieran desarrollado una red de infraestructuras por carretera solvente, el reparto de suministr…", si los sucesivos gobiernos hubieran desarrollado una red de infraestructuras por carretera solvente  el reparto de suministr ,1505951974663012359,es,0,3,2013-02-25 23:11:18+00:00,82,False,2304,,,mcrespogarrido
3492,2022-03-21 16:57:33+00:00,"Una caravana de unos 700 camiones y vehículos de transporte ha circulado este lunes por la autovía A-67 entre Santander y Torrelavega a modo de protesta por la situación del sector. #huelga #transporte #Cantabria #Camioneros
✍️ Pablo G.Hermida
📸 Pedro Puente Hoyos https://t.co/Uf9JZjh3iy",una caravana de unos 700 camiones y veh culos de transporte ha circulado este lunes por la autov a a 67 entre santander y torrelavega a modo de protesta por la situaci n del sector   huelga  transporte  cantabria  camioneros    pablo g hermida   pedro puente hoyos  ,1505951758656413701,es,3,4,2013-06-25 17:13:13+00:00,415,False,7,Santander,,EFE_Cantabria
3500,2022-03-21 16:55:59+00:00,Habrá que pensar cómo llamar a esta “pseudo huelga” (ilegal) financiada por asociación minoritaria de transportistas y con reivindicaciones tan dispares como su amparo en la contratacion del transporte. Todo disparatado y mucho mas la forma salvaje e irrespetuosa de hacerla.,habr  que pensar c mo llamar a esta  pseudo huelga   ilegal  financiada por asociaci n minoritaria de transportistas y con reivindicaciones tan dispares como su amparo en la contratacion del transporte  todo disparatado y mucho mas la forma salvaje e irrespetuosa de hacerla ,1505951364538634246,es,0,1,2013-07-25 17:36:34+00:00,50,False,119,Valencia,,PlusArcano
3501,2022-03-21 16:55:32+00:00,Situación de la huelga de transporte en el campo. https://t.co/SFIXpUjOTA,situaci n de la huelga de transporte en el campo   ,1505951250705227782,es,0,0,2014-12-14 22:00:13+00:00,1403,False,619,Santiago de Compostela,,Campogalego_es
3504,2022-03-21 16:55:02+00:00,"Dos detenidos vinculados a la huelga del transporte en Ávila: el objetivo era “quemar la ciudad”
https://t.co/7Ef3BoDgiu
@policia @ProteCivilAvila @EmergenciaAvila @112cyl @bomberosdeavila https://t.co/itLs4E4CVa",dos detenidos vinculados a la huelga del transporte en  vila  el objetivo era  quemar la ciudad               ,1505951127174631431,es,7,4,2012-03-30 10:19:56+00:00,12124,False,70,"Ávila, Spain",,Avilared
3506,2022-03-21 16:54:45+00:00,"🟢🟢 La delegada del Gobierno en Castilla y León, Virginia Barcones garantiza el trasporte de productos esenciales y la contundencia contra quienes pongan en riesgo la seguridad, tanto de transportistas como de conductores en general
https://t.co/hVHaks5n8O a través @OndaCero_es",   la delegada del gobierno en castilla y le n  virginia barcones garantiza el trasporte de productos esenciales y la contundencia contra quienes pongan en riesgo la seguridad  tanto de transportistas como de conductores en general   a trav s   es,1505951055116476419,es,0,0,2015-07-14 09:05:26+00:00,2038,False,265,"León, Castilla y León",,ondaceroleon
3511,2022-03-21 16:52:19+00:00,"#Inditex #Moda #HuelgaTransportistas
🚛💳🛍 ""Debido a la huelga de transporte, los pedidos podrán entregarse con un ligero retraso"", advierte Inditex 👇👇👇👇
https://t.co/POca3Ab5Pv", inditex  moda  huelgatransportistas      debido a la huelga de transporte  los pedidos podr n entregarse con un ligero retraso   advierte inditex       ,1505950444497031183,es,1,2,2017-05-25 14:56:41+00:00,3143,False,2130,Área Metropolitana de Vigo,,MetroVigo
3519,2022-03-21 16:50:47+00:00,"Mi amiga Zahra al hilo de la huelga de transporte compartía una reflexión.
¿Cierre patronal o huelga? Y es que puede estar siendo mal definida desde el punto de vista jurídico.",mi amiga zahra al hilo de la huelga de transporte compart a una reflexi n   cierre patronal o huelga  y es que puede estar siendo mal definida desde el punto de vista jur dico ,1505950056796635136,es,0,0,2011-03-06 18:47:12+00:00,499,False,6401,León y Zamora,,urukajira
3520,2022-03-21 16:50:39+00:00,Las manos de los de la huelga de transporte vs. las manos de los que los llaman ultraderecha. https://t.co/AVmFISNPtr,las manos de los de la huelga de transporte vs  las manos de los que los llaman ultraderecha   ,1505950024546586626,es,2,1,2021-11-30 15:22:50+00:00,46,False,5868,"Malaga, Spain",,remigrado
3522,2022-03-21 16:50:30+00:00,"@abc_es @rsarille4 @vic_almiron No les ha llegado la carta todavía. Por la huelga de transporte, seguro.",  es     almiron no les ha llegado la carta todav a  por la huelga de transporte  seguro ,1505949986290294788,es,1,0,2020-05-16 20:27:22+00:00,580,False,989,"Madrid, Comunidad de Madrid",,JaviDaz29868106
3524,2022-03-21 16:50:02+00:00,Se disparan las compras en Canarias ante un posible desabastecimiento por la huelga de transporte https://t.co/d3w7jjs3Zv,se disparan las compras en canarias ante un posible desabastecimiento por la huelga de transporte  ,1505949867830611969,es,14,10,2009-02-02 19:10:35+00:00,2198447,True,2305,España,,abc_es
3527,2022-03-21 16:49:35+00:00,"Noticia de hoy: La industria láctea avisa: ""Si no se arregla la huelga del transporte los ganaderos tendrán que tirar la leche"" - https://t.co/ZW3KCBoCmn",noticia de hoy  la industria l ctea avisa   si no se arregla la huelga del transporte los ganaderos tendr n que tirar la leche     ,1505949754550804486,es,0,0,2018-03-09 15:32:41+00:00,1194,False,25,Es,,NoticiasDeEs
3529,2022-03-21 16:49:03+00:00,"RT @LaHoraTVE: #LHUnaiSordo sobre la huelga en el trasnporte: ""Lo que hemos dicho es que no hay ninguna huelga convocada en el sector del t…",  lhunaisordo sobre la huelga en el trasnporte   lo que hemos dicho es que no hay ninguna huelga convocada en el sector del t ,1505949622166253570,es,0,6,2009-10-18 03:20:32+00:00,766,False,36143,,,elbonzo
3530,2022-03-21 16:49:01+00:00,RT @GabiPizarro12: La huelga de transporte forma parte del intento de hacer colapsar el país. Sucede porque los que conspiran contra los ci…, la huelga de transporte forma parte del intento de hacer colapsar el pa s  sucede porque los que conspiran contra los ci ,1505949610778501126,es,0,82,2020-06-03 09:42:03+00:00,131,False,6494,,,_Freya68
3536,2022-03-21 16:47:06+00:00,"RT @JosPastr: Yo creo que llamarlos fascistas, marionetas de Putin y acusarlos de haberse lucrado durante la pandemia gracias al sufrimient…", yo creo que llamarlos fascistas  marionetas de putin y acusarlos de haberse lucrado durante la pandemia gracias al sufrimient ,1505949128920023040,es,0,1352,2011-06-05 15:58:34+00:00,72,False,298,Cantoria - Almería - España,,yolaky
3538,2022-03-21 16:46:47+00:00,Un fuerte aplauso a todos los sistémicos que no les afecta la huelga del transporte porque ellos lo compran todo a través de mi bigTech. https://t.co/5OMC49j40h,un fuerte aplauso a todos los sist micos que no les afecta la huelga del transporte porque ellos lo compran todo a trav s de mi bigtech   ,1505949051665195015,es,68,14,2021-06-12 01:06:11+00:00,49364,False,16268,,,Agenda2030_
3539,2022-03-21 16:46:47+00:00,"RT @nacion_andaluza: Nación Andaluza en apoyo del sector del transporte en huelga

Lee el comunicado aquí ⬇️
https://t.co/udhUI5DED5

#Huel…", naci n andaluza en apoyo del sector del transporte en huelga  lee el comunicado aqu         huel ,1505949049337393158,es,0,9,2015-01-30 11:06:12+00:00,529,False,1647,"Calle Granada, 190, Almería ",,na_almeria
3543,2022-03-21 16:45:54+00:00,"@militaresantifa Lo de utilizar ""paro"" me parece perfecto ya que, efectivamente, no es una huelga pactada como dio$ manda, sino un paro productivo promovido por asociaciones encabezadas por patronos del transporte. Lo de ""activistas"" es lo que no entiendo: son garrulos haciendo piquetes. Punto...",  lo de utilizar  paro  me parece perfecto ya que  efectivamente  no es una huelga pactada como dio  manda  sino un paro productivo promovido por asociaciones encabezadas por patronos del transporte  lo de  activistas  es lo que no entiendo  son garrulos haciendo piquetes  punto   ,1505948826800168964,es,0,0,2016-07-20 12:32:37+00:00,20,False,9732,The World,,JohnsonJimEspJ
3545,2022-03-21 16:45:26+00:00,"RT @lavozdelsures: 🔴 Fuerte pitada en Jerez por la huelga de transporte, desde el centro a la zona sur
https://t.co/lgUWw3Gxjn",   fuerte pitada en jerez por la huelga de transporte  desde el centro a la zona sur  ,1505948711117107201,es,0,2,2011-10-28 18:07:07+00:00,555,False,35773,الفارو,,palomadiazmata1
3546,2022-03-21 16:45:15+00:00,"Si fuera una verdadera huelga de transporte con no mover los camiones sobraría, es más bien un secuestro, solo cierta parte no quiere que el resto trabaje.",si fuera una verdadera huelga de transporte con no mover los camiones sobrar a  es m s bien un secuestro  solo cierta parte no quiere que el resto trabaje ,1505948663192952848,es,16,5,2022-01-01 19:34:53+00:00,3543,False,17247,,,avercuantoduro
3549,2022-03-21 16:43:51+00:00,Esto no puede ser 😱😱😱😱 ¡¡no se puede parar la producción!! Señor @sanchezcastejon la huelga hay que solucionarlo ya!! Heineken-Cruzcampo avisa de que tendrá que parar la producción de cerveza si siguen los paros en el transporte https://t.co/u0b4qL2UtP vía @abcdesevilla,esto no puede ser        no se puede parar la producci n   se or   la huelga hay que solucionarlo ya   heineken cruzcampo avisa de que tendr  que parar la producci n de cerveza si siguen los paros en el transporte   v a  ,1505948311110434819,es,0,1,2010-08-15 10:27:24+00:00,124,False,6544,En algún lugar de Andalucía,,kikesev
3554,2022-03-21 16:42:51+00:00,He leído que la gente apoya la huelga del transporte y de los señoritos del campo. Seguro que sí.,he le do que la gente apoya la huelga del transporte y de los se oritos del campo  seguro que s  ,1505948059057930241,es,1,0,2014-05-18 22:09:17+00:00,2706,False,64142,"Andalucía, España",,vell237
3555,2022-03-21 16:42:29+00:00,RT @Efeagro: La huelga enquistada asfixia a la ganadería en un día casi normal en los mercas https://t.co/FJPwpyOC7R, la huelga enquistada asfixia a la ganader a en un d a casi normal en los mercas  ,1505947970067435528,es,0,1,2013-03-26 17:48:16+00:00,1090,False,111569,Madrid,,LUISANREGLERO
3562,2022-03-21 16:40:01+00:00,RT @abc_motor: Las gasolineras automáticas acusan desabastecimiento por la huelga de transporte https://t.co/yxsPee9mo7, las gasolineras autom ticas acusan desabastecimiento por la huelga de transporte  ,1505947347150323714,es,0,2,2020-04-22 20:56:45+00:00,4074,False,138244,,,Laperla87022871
3563,2022-03-21 16:39:14+00:00,Las gasolineras automáticas acusan desabastecimiento por la huelga de transporte https://t.co/yxsPee9mo7,las gasolineras autom ticas acusan desabastecimiento por la huelga de transporte  ,1505947149338615808,es,2,2,2015-07-27 06:51:49+00:00,4106,False,2440,,,abc_motor
3568,2022-03-21 16:38:48+00:00,RT @CunaQuintas: Acabo de ver a @Yolanda_Diaz_ decir que el Gobierno tiene que tomar medidas lo antes posible respecto a la huelga del tran…, acabo de ver a   diaz  decir que el gobierno tiene que tomar medidas lo antes posible respecto a la huelga del tran ,1505947040668430340,es,0,3,2014-02-12 21:44:05+00:00,856,False,29156,,,EvaJardn
3569,2022-03-21 16:38:46+00:00,"RT @gonnassau: Esta huelga del transporte, al no ser convocada por sindicatos, va a reventar al Gobierno.", esta huelga del transporte  al no ser convocada por sindicatos  va a reventar al gobierno ,1505947031130488852,es,0,635,2013-06-18 07:50:45+00:00,1588,False,111408,,,Guinardo7
3571,2022-03-21 16:38:09+00:00,"@ppmadrid @IdiazAyuso @EspejoPublico Antena 3 en su línea… Ayuso en su línea… blanqueando al fascismo.

¿Por qué no reclaman los agricultores, ganaderos y pescadores que tienen que tirar sus materias primas por falta de transporte a las asociaciones convocantes de la huelga? Son muy patriotas, llevan la bandera🇪🇸",      antena 3 en su l nea  ayuso en su l nea  blanqueando al fascismo    por qu  no reclaman los agricultores  ganaderos y pescadores que tienen que tirar sus materias primas por falta de transporte a las asociaciones convocantes de la huelga  son muy patriotas  llevan la bandera  ,1505946876717289474,es,0,0,2021-06-04 22:29:59+00:00,38,False,3313,,,Juan99976753
3572,2022-03-21 16:37:34+00:00,La huelga enquistada asfixia a la ganadería en un día casi normal en los mercas https://t.co/FJPwpyOC7R,la huelga enquistada asfixia a la ganader a en un d a casi normal en los mercas  ,1505946731468443649,es,1,1,2010-04-16 15:27:39+00:00,21634,False,7806,España,,Efeagro
3575,2022-03-21 16:36:23+00:00,Todo mi apoyo al sector transporte que está en huelga. A esos camioneros que hace no tanto fueron héroes y que ahora son un reducto faccioso ultraderechista.,todo mi apoyo al sector transporte que est  en huelga  a esos camioneros que hace no tanto fueron h roes y que ahora son un reducto faccioso ultraderechista ,1505946433026994181,es,3,0,2021-05-14 15:36:16+00:00,54,False,4664,"Langa del Castillo, España",,daniquilezz
3577,2022-03-21 16:35:12+00:00,"Si los sucesivos gobiernos hubieran desarrollado una red de infraestructuras por carretera solvente, el reparto de suministros no sería dependiente del transporte. 
Los transportistas tienen derecho a declararse en huelga y los consumidores percibir sus bienes con precio estable. https://t.co/9RCYkYMROP",si los sucesivos gobiernos hubieran desarrollado una red de infraestructuras por carretera solvente  el reparto de suministros no ser a dependiente del transporte   los transportistas tienen derecho a declararse en huelga y los consumidores percibir sus bienes con precio estable   ,1505946135629905926,es,3,3,2011-02-03 18:02:06+00:00,16624,False,2661," P.º Castellana, 114. Madrid.",,TTCivismo
3582,2022-03-21 16:34:01+00:00,"""No vamos a dejar las protestas. No puedo cobrar por un transporte 400 euros y que el gasoil me cueste 600"" https://t.co/ZnhgAjPYI3 vía @opiniondemalaga", no vamos a dejar las protestas  no puedo cobrar por un transporte 400 euros y que el gasoil me cueste 600    v a  ,1505945838832562186,es,0,0,2012-08-05 18:27:59+00:00,1240,False,497,"Málaga, Españistán",,MalacitanoWeb
3586,2022-03-21 16:31:48+00:00,"Guardia civil. Nos saludamos y me preguntan que si tengo problemas de suministro de pienso o gasoil. Les digo que no, ninguno y que si lo preguntan por la huelga de transporte. Me dicen que sí, y les digo que ojalá lo tuviera. Que ojalá llevarán los tocinos una semana sin comer y",guardia civil  nos saludamos y me preguntan que si tengo problemas de suministro de pienso o gasoil  les digo que no  ninguno y que si lo preguntan por la huelga de transporte  me dicen que s   y les digo que ojal  lo tuviera  que ojal  llevar n los tocinos una semana sin comer y,1505945279882743813,es,2,0,2021-05-14 15:36:16+00:00,54,False,4664,"Langa del Castillo, España",,daniquilezz
3587,2022-03-21 16:31:46+00:00,La primera semana del paro de transportistas deja 44 detenidos y 1.893 convoyes de camiones escoltados https://t.co/XJrU0yxWl1,la primera semana del paro de transportistas deja 44 detenidos y 1 893 convoyes de camiones escoltados  ,1505945272517636097,es,0,0,2011-02-22 17:09:43+00:00,11344,False,110,,,europa_sur
3588,2022-03-21 16:31:39+00:00,"La cuestión es que esos 2 o 3 trabajadores fueron todos al parón del transporte, lo cual no tiene mucho sentido porque no es una Huelga, pero bueno, fueron al parón. Pues hoy ha venido a recogerme y estaba discutiendo acaloradamente con uno de esos empleados. +",la cuesti n es que esos 2 o 3 trabajadores fueron todos al par n del transporte  lo cual no tiene mucho sentido porque no es una huelga  pero bueno  fueron al par n  pues hoy ha venido a recogerme y estaba discutiendo acaloradamente con uno de esos empleados   ,1505945244080168969,es,2,2,2021-03-29 11:01:23+00:00,533,False,2802,Andalucía,,graduadoobrero
3589,2022-03-21 16:31:39+00:00,"@anaisdenin3 @beltxu47 @orcaazulceleste @NuriMaure @mlucilarg @Miana35 @merengue_rocio @Juliann1109 @JoaquiMartinezN @carmenmazab @Larraspa @Pilisc1973 @Fernand22566583 @TeLeAdiCtO3 @Angeles44020626 @azotedetv @acidaperopoco @LunaDSevilla @Charigr1976 @Mariaje000 @charetemoreno @vandemadrid @12345678Roowi Lo cierto es que, además de la huelga de transporte, hay una huelga de empresas del sector lácteo. Se han juntado las dos huelgas. De ahí que el problema sea doble...",              rocio                                 lo cierto es que  adem s de la huelga de transporte  hay una huelga de empresas del sector l cteo  se han juntado las dos huelgas  de ah  que el problema sea doble   ,1505945240573730820,es,3,0,2018-12-22 21:05:23+00:00,419,False,28256,España,,Charomg62
3590,2022-03-21 16:31:09+00:00,"RT @erteclas: Primeras imágenes de l reunión del gobierno, ugt y ccoo para abordar la huelga de transporte, campo e incremento del gasto en…", primeras im genes de l reuni n del gobierno  ugt y ccoo para abordar la huelga de transporte  campo e incremento del gasto en ,1505945117160620034,es,0,4,2021-05-24 16:16:33+00:00,210,False,8264,"Villajoyosa, España",,Astoraka3
3591,2022-03-21 16:30:19+00:00,RT @diSInoticias: La huelga en el transporte impacta en sectores clave de la economía gallega: “Hay que actuar ya. No se puede esperar al 2…, la huelga en el transporte impacta en sectores clave de la econom a gallega   hay que actuar ya  no se puede esperar al 2 ,1505944908355489794,es,0,1,2020-05-14 16:57:56+00:00,226,False,23857,,,Jose81105481
3593,2022-03-21 16:30:16+00:00,"@edugaresp vergüenza debería darte decirte que la huelga de transporte el de la extrema derecha pero vamos  que vas a decir si sí está hermano chupa del bote del este gobierno inútil e ineficaz,deja de hablar mentiras y ponte en el lugar el trabajador si tienes vergüenza",  verg enza deber a darte decirte que la huelga de transporte el de la extrema derecha pero vamos  que vas a decir si s  est  hermano chupa del bote del este gobierno in til e ineficaz deja de hablar mentiras y ponte en el lugar el trabajador si tienes verg enza,1505944892664651784,es,0,0,2012-09-28 11:31:53+00:00,117,False,652,"Valencia, España",,Sergio10Vlc
3595,2022-03-21 16:29:10+00:00,"Se disparan las compras en Canarias ante un posible desabastecimiento por la huelga de transporte

https://t.co/07072dTN8O",se disparan las compras en canarias ante un posible desabastecimiento por la huelga de transporte   ,1505944615182114818,es,2,2,2022-01-01 14:12:49+00:00,258,False,4603,Canarias,,Canarias_Media
3596,2022-03-21 16:29:08+00:00,"RT @Cope_Navalmoral: 🚜⛽🚚La N-5 a su paso por #NavalmoraldelaMata ha estado colapsada esta mañana por la huelga del transporte. Camiones, fu…",    la n 5 a su paso por  navalmoraldelamata ha estado colapsada esta ma ana por la huelga del transporte  camiones  fu ,1505944610480308233,es,0,1,2010-07-06 08:16:49+00:00,4223,False,13566,Villanueva de la Vera,,perezromera
3597,2022-03-21 16:28:52+00:00,"La semana pasada fueron mis padres a comprarse ropa Zaragoza, y en una tienda había una blusa o algo así que quería mi madre. El caso es que le dijo la dependienta que no tenía y no la tenía porque no había llegado por la huelga de transporte. Así que mi padre le dijo",la semana pasada fueron mis padres a comprarse ropa zaragoza  y en una tienda hab a una blusa o algo as  que quer a mi madre  el caso es que le dijo la dependienta que no ten a y no la ten a porque no hab a llegado por la huelga de transporte  as  que mi padre le dijo,1505944540930269194,es,1,0,2021-05-14 15:36:16+00:00,54,False,4664,"Langa del Castillo, España",,daniquilezz
3601,2022-03-21 16:28:26+00:00,"RT @RubenSanchezTW: Al igual que el paro patronal (que no huelga) del transporte, la manifestación '20M Rural' tiene detrás a las derechas.…", al igual que el paro patronal  que no huelga  del transporte  la manifestaci n  20m rural  tiene detr s a las derechas  ,1505944432079740937,es,0,376,2020-01-17 18:57:50+00:00,589,False,63831,Viva la república ,,1997AMMartin
3605,2022-03-21 16:27:16+00:00,🗞️ SETROI #NEWS #ULTIMAHORA Las gasolineras automáticas acusan desabastecimiento por la huelga de transporte. https://t.co/n30HJVl0Zi La huelga de transportistas dura ya más de una semana y uno de los sectores en los que se hacen notar sus efectos con dureza es en el de las gasol,   setroi  news  ultimahora las gasolineras autom ticas acusan desabastecimiento por la huelga de transporte    la huelga de transportistas dura ya m s de una semana y uno de los sectores en los que se hacen notar sus efectos con dureza es en el de las gasol,1505944137249562629,es,0,0,2020-12-29 17:21:08+00:00,332,False,1,España,,GDWEB3
3609,2022-03-21 16:26:00+00:00,"La huelga en el transporte impacta en sectores clave de la economía gallega: “Hay que actuar ya. No se puede esperar al 29 de marzo”, urge la Xunta https://t.co/LRnvXq2A1D",la huelga en el transporte impacta en sectores clave de la econom a gallega   hay que actuar ya  no se puede esperar al 29 de marzo   urge la xunta  ,1505943820394975234,es,1,1,2020-08-29 12:33:29+00:00,406,False,8,A Coruña,,diSInoticias
3611,2022-03-21 16:25:13+00:00,"@xBausan @UPS Esta en huelga todo el transporte, no se puede mantener hoy en día ser transportista con los precios de gasoil e impuestos es normal q estén en huelga",    esta en huelga todo el transporte  no se puede mantener hoy en d a ser transportista con los precios de gasoil e impuestos es normal q est n en huelga,1505943625196265481,es,0,0,2019-09-13 15:54:02+00:00,29,False,21,,,Eumat4
3612,2022-03-21 16:24:43+00:00,"34 detenidos y 353 investigados desde el inicio de la huelga del transporte
https://t.co/exj3bfZsK0",34 detenidos y 353 investigados desde el inicio de la huelga del transporte  ,1505943497437757449,es,1,0,2011-03-15 09:49:49+00:00,6893,False,9965, Palencia,,gragus00
3613,2022-03-21 16:24:37+00:00,"RT @HacerNacion: 📍El Ejido . Apoyo a los piquetes en la huelga del transporte.

📍Gijón.Presentación del libro Descifrando el Islam por su a…",  el ejido   apoyo a los piquetes en la huelga del transporte    gij n presentaci n del libro descifrando el islam por su a ,1505943473211514882,es,0,23,2020-09-18 16:47:22+00:00,46,False,748,,,Elena18384665
3614,2022-03-21 16:24:35+00:00,"RT @HacerNacion: 📍Gijón. Apoyo a los piquetes por la huelga  del transporte.

📍Alicante. Concentración contra el gobierno frente al Ayuntam…",  gij n  apoyo a los piquetes por la huelga  del transporte    alicante  concentraci n contra el gobierno frente al ayuntam ,1505943464814518282,es,0,21,2020-09-18 16:47:22+00:00,46,False,748,,,Elena18384665
3617,2022-03-21 16:24:26+00:00,"Primeras imágenes de l reunión del gobierno, ugt y ccoo para abordar la huelga de transporte, campo e incremento del gasto energético , liz-gas-combustibles https://t.co/wDmTjezkQA",primeras im genes de l reuni n del gobierno  ugt y ccoo para abordar la huelga de transporte  campo e incremento del gasto energ tico   liz gas combustibles  ,1505943426914791429,es,10,4,2011-06-29 10:30:37+00:00,2390,False,1367,Sevilla,,erteclas
3620,2022-03-21 16:23:04+00:00,"#HuelgaGeneral #huelgatransportes #Agricultores #Ganaderia #Pesquería #Industria #Hostelería

La información del @telediario_tve sobre la HUELGA q N🅾️ paro de transporte, puede q sea las más nauseabunda sectaria y PRO GUBERNAMENTAL de toda la democracia 

@CdItve @CrespoHaro https://t.co/cS4yOR4UDh", huelgageneral  huelgatransportes  agricultores  ganaderia  pesquer a  industria  hosteler a  la informaci n del   tve sobre la huelga q n   paro de transporte  puede q sea las m s nauseabunda sectaria y pro gubernamental de toda la democracia        ,1505943083162165250,es,0,1,2017-06-14 17:47:32+00:00,511,False,2100,Maputo,,PUTIN_Genocida
3622,2022-03-21 16:22:44+00:00,"El panorama poco halagüeño de la huelga de transporte

➡️ https://t.co/e16iVbOVOX 

#retail #Alimentacion",el panorama poco halag e o de la huelga de transporte          retail  alimentacion,1505942998823096324,es,0,1,2013-04-11 16:58:59+00:00,3921,False,3316,España,,retailactual
3624,2022-03-21 16:21:47+00:00,RT @ocvalladolid: 🔊En #MasDeUnoValladolid hablamos #huelga #transporte #pescaderias #Copemar @FECOSVA #DiaMundialDeLaPoesía @Redry13 #DiaMu…,  en  masdeunovalladolid hablamos  huelga  transporte  pescaderias  copemar    diamundialdelapoes a    diamu ,1505942760095895560,es,0,2,2015-10-29 11:12:26+00:00,465,False,233,"Valladolid, España",,DownValladolid
